ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,type total,node-whx-rn_guest_nice,node-whx-rn_guest,node-whx-rn_steal,node-whx-rn_softirq,node-whx-rn_irq,node-whx-rn_user,node-whx-rn_system,node-whx-rn_nice,node-whx-rn_iowait,node-whx-rn_avail,node-whx-rn_received,node-whx-rn_sent,node-whx-rn_forwarded,node-whx-rn_delivered,node-whx-rs_guest_nice,node-whx-rs_guest,node-whx-rs_steal,node-whx-rs_softirq,node-whx-rs_irq,node-whx-rs_user,node-whx-rs_system,node-whx-rs_nice,node-whx-rs_iowait,node-whx-rs_avail,node-whx-rs_received,node-whx-rs_sent,node-whx-rs_forwarded,node-whx-rs_delivered,node-whx-sc_guest_nice,node-whx-sc_guest,node-whx-sc_steal,node-whx-sc_softirq,node-whx-sc_irq,node-whx-sc_user,node-whx-sc_system,node-whx-sc_nice,node-whx-sc_iowait,node-whx-sc_avail,node-whx-sc_received,node-whx-sc_sent,node-whx-sc_forwarded,node-whx-sc_delivered
23548.35714285714,292.2857142857143,292.2857142857143,292.2857142857143,33510.95714285714,33526.56428571429,33700.02857142857,33725.78571428572,33741.67142857143,33741.67142857143,1703949349.0,-0.6972478571428571,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,5.757196,0.0,72.21527,10.012516,11.889862,0.0,1987.238,0.0,0.0,0.0,0.0,0,0,0,3.298153,0,12.796834,5.408971,0.3957784,0.1319261,13546.469,0.0,0.0,0,0.0,0,0,0,2.072539,0,6.476684,4.274611,13.082902,0.1295337,13416.676,2.742215,-2.742215,0,2.742215
23834.85714285714,286.5,286.5,286.5,33908.78571428572,33913.04285714286,34113.15714285714,34134.74285714286,34143.735714285714,34143.735714285714,1703949350.0,-0.6878928571428571,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,5.63204,0.0,72.96621,10.137672,10.888611,0.0,1929.438,2.368074,-2.368074,0.0,2.368074,0,0,0,3.576159,0,8.741722,5.827815,0.397351,0.1324503,13546.328,0.0,0.0,0,0.0,0,0,0,2.202073,0,6.865285,4.92228,14.507772,0.0,13412.078,1.2577848,-1.2577848,0,1.2577848
22518.533333333333,272.6666666666667,272.6666666666667,272.6666666666667,32221.713333333333,32232.65333333333,32414.83333333333,32437.07333333333,32445.88,32445.88,1703949351.0,-0.6885913333333333,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.5,0.0,71.0,9.25,12.125,0.0,1885.891,1.6319256,-1.6319256,0.0,1.6319256,0,0,0,3.97351,0,9.271523,6.357616,0.5298013,0.1324503,13546.16,0.0,0.0,0,0.0,0,0,0,2.709677,0,11.741935,6.193548,14.064516,0.0,13401.48,0.0,0.0,0,0.0
22804.0,285.46666666666664,285.46666666666664,285.46666666666664,32657.86,32664.406666666662,32853.560000000005,32873.82666666667,32880.4,32880.4,1703949352.0,-0.6640153333333333,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.117353,0.0,73.78277,12.109863,7.740325,0.0,1841.938,0.0,0.0,0.0,0.0,0,0,0,3.851262,0,10.889774,6.640106,0.2656042,0.1328021,13549.957,0.0,0.0,0,0.0,0,0,0,2.755906,0,14.041995,6.167979,24.14698,0.0,13416.121,0.0,0.0,0,0.0
23084.733333333334,280.7333333333333,280.7333333333333,280.7333333333333,33068.22666666666,33082.566666666666,33267.68666666667,33291.45333333333,33297.46,33297.46,1703949353.0,-0.6464566666666668,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.633292,0.0,73.46683,10.387985,9.386733,0.0,1813.383,0.0,0.0,0.0,0.0,0,0,0,4.095112,0,10.832232,6.73712,0.3963012,0.0,13551.699,0.0,0.0,0,0.0,0,0,0,2.998696,0,8.996089,5.736636,24.3807,0.0,13417.379,0.0,0.0,0,0.0
23354.266666666663,269.53333333333336,269.53333333333336,269.53333333333336,33547.89333333333,33555.81333333333,33751.293333333335,33768.34,33781.48,33781.48,1703949354.0,-0.637124,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.883605,0.0,70.33792,10.137672,12.515645,0.0,1772.355,0.0,0.0,0.0,0.0,0,0,0,3.713528,0,14.456233,5.96817,4.376658,0.265252,13550.016,2.658405,-2.658405,0,2.658405,0,0,0,2.34375,0,7.291667,5.46875,15.364583,1.692708,13419.078,0.0,0.0,0,0.0
22152.8125,258.1875,258.1875,258.1875,31934.6625,31951.6875,32109.7,32156.68125,32169.2625,32169.2625,1703949355.0,-0.634150625,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.875,0.0,72.25,9.875,10.875,0.0,1736.715,0.0,0.0,0.0,0.0,0,0,0,3.660131,0,14.248366,6.013072,12.287582,0.0,13549.098,1.3415952,-1.3415952,0,1.3415952,0,0,0,2.213542,0,8.59375,4.947917,13.151042,0.1302083,13419.391,0.0,0.0,0,0.0
22416.0,263.1875,263.1875,263.1875,32405.18125,32407.3,32611.24375,32630.9,32643.35,32643.35,1703949356.0,-0.613584375,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.625,0.0,71.125,10.75,11.5,0.0,1684.738,0.0,0.0,0.0,0.0,0,0,0,3.650587,0,9.387223,6.649283,9.778357,1.0430248,13547.465,0.0,0.0,0,0.0,0,0,0,2.470741,0,6.241873,4.551365,13.13394,0.0,13419.078,0.0,0.0,0,0.0
22686.4375,270.4375,270.4375,270.4375,32870.8,32882.4375,33075.23125,33097.125,33108.65625,33108.65625,1703949357.0,-0.607136875,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.633292,0.0,73.09136,9.136421,11.013767,0.0,1660.9297,0.0,0.0,0.0,0.0,0,0,0,3.293808,0,9.486166,6.85112,0.5270092,5.270092,13541.453,0.0,0.0,0,0.0,0,0,0,2.60078,0,7.152146,5.721717,13.263979,0.260078,13417.805,0.0,0.0,0,0.0
22957.375,270.9375,270.9375,270.9375,33330.0625,33337.50625,33522.31875,33538.18125,33549.1875,33549.1875,1703949358.0,-0.5968156250000001,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.741573,0.0,69.0387,12.109863,12.109863,0.0,1627.5977,0.0,0.0,0.0,0.0,0,0,0,3.153745,0,9.724047,6.044678,0.7884363,0.0,13549.16,0.0,0.0,0,0.0,0,0,0,2.213542,0,7.03125,4.6875,13.28125,0.0,13419.035,0.0,0.0,0,0.0
23228.75,271.375,271.375,271.375,33800.31875,33819.9875,34006.8875,34031.2625,34042.5375,34042.5375,1703949359.0,-0.587703125,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.532663,0.0,72.36181,9.798995,10.929648,0.0,1601.8477,0.0,0.0,0.0,0.0,0,0,0,3.149606,0,7.874016,5.774278,0.2624672,0.1312336,13550.07,0.0,0.0,0,0.0,0,0,0,2.096986,0,6.159895,4.456094,13.368283,0.1310616,13419.465,2.741774,-2.741774,0,2.741774
23473.1875,244.4375,244.4375,244.4375,34220.20625,34212.41875,34415.83125,34474.29375,34508.90625,34508.90625,1703949360.0,-0.58131,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.965174,0.0,73.38308,11.567164,7.960199,0.0,1557.9297,2.10248,-2.10248,0.0,2.10248,0,0,0,3.398693,0,9.411765,6.013072,0.3921569,0.2614379,13549.098,0.0,0.0,0,0.0,0,0,0,2.49017,0,6.946265,5.373526,13.368283,0.0,13417.535,1.2582257,-1.2582257,0,1.2582257
23727.375,254.1875,254.1875,254.1875,34855.3125,34866.45625,35031.61875,35050.4875,35063.325,35063.325,1703949361.0,-0.5738425,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.0,0.0,77.5,11.375,4.125,0.0,1534.6914,1.89752,-1.89752,0.0,1.89752,0,0,0,3.272251,0,11.387435,6.151832,0.5235602,0.3926702,13548.789,0.0,0.0,0,0.0,0,0,0,3.116883,0,9.090909,6.233766,12.597403,0.1298701,13416.504,0.0,0.0,0,0.0
23984.625,257.25,257.25,257.25,35378.33125,35405.16875,35556.94375,35580.54375,35589.45625,35589.45625,1703949362.0,-0.56810125,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.125,0.0,72.5,8.75,11.5,0.0,1494.3086,0.0,0.0,0.0,0.0,0,0,0,3.272251,0,8.507853,5.366492,0.3926702,0.0,13549.645,0.0,0.0,0,0.0,0,0,0,2.33463,0,8.171206,4.539559,12.710765,0.1297017,13415.441,0.0,0.0,0,0.0
24247.5625,262.9375,262.9375,262.9375,35794.05625,35796.8125,36022.2625,36041.64375,36053.175,36053.175,1703949363.0,-0.5619093749999999,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.924528,0.0,68.67925,10.691824,12.704403,0.0,1451.9727,0.0,0.0,0.0,0.0,0,0,0,3.421053,0,11.710526,5.789474,0.3947368,0.1315789,13545.211,0.0,0.0,0,0.0,0,0,0,2.49017,0,6.815203,3.931848,12.975098,0.0,13416.676,0.0,0.0,0,0.0
24521.375,273.8125,273.8125,273.8125,36324.675,36344.43125,36537.1,36555.45625,36570.13125,36570.13125,1703949364.0,-0.5563456250000001,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.242197,0.0,71.91011,11.485643,10.11236,0.0,1315.4141,0.0,0.0,0.0,0.0,0,0,0,3.800786,0,14.416776,6.55308,0.5242464,0.1310616,13544.438,2.66166,-2.66166,0,2.66166,0,0,0,2.34375,0,6.510417,5.208333,12.890625,0.0,13417.465,0.0,0.0,0,0.0
24785.9375,264.5625,264.5625,264.5625,36811.94375,36826.5125,37020.49375,37044.08125,37059.3,37059.3,1703949365.0,-0.55081,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.721046,0.0,74.59527,9.215442,8.468244,0.0,1281.9609,0.0,0.0,0.0,0.0,0,0,0,3.655352,0,9.007833,7.049608,0.2610966,0.0,13543.211,1.3383398,-1.3383398,0,1.3383398,0,0,0,2.610966,0,8.616188,4.699739,12.793734,0.0,13418.254,0.0,0.0,0,0.0
25042.375,256.4375,256.4375,256.4375,37260.4625,37273.725,37479.25,37498.65,37514.89375,37514.89375,1703949366.0,-0.5457387499999999,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,8.364544,0.0,71.0362,10.11236,10.362047,0.0,1241.4023,0.0,0.0,0.0,0.0,0,0,0,3.006536,0,12.679739,5.882353,0.3921569,0.0,13543.059,0.0,0.0,0,0.0,0,0,0,2.228047,0,8.519004,4.587156,12.975098,0.1310616,13418.246,0.0,0.0,0,0.0
25305.9375,263.5625,263.5625,263.5625,37831.01875,37846.7875,38026.08125,38043.3875,38070.64375,38070.64375,1703949367.0,-0.540549375,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.008761,0.0,71.08886,10.513141,11.26408,0.0,1123.7188,0.0,0.0,0.0,0.0,0,0,0,3.785901,0,14.751958,7.049608,0.2610966,0.1305483,13547.051,0.0,0.0,0,0.0,0,0,0,2.33463,0,7.522698,5.317769,13.359274,0.1297017,13417.078,0.0,0.0,0,0.0
25572.5625,266.625,266.625,266.625,38263.06875,38278.7875,38444.46875,38475.39375,38494.26875,38494.26875,1703949368.0,-0.536428125,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.311881,0.0,72.15347,10.519802,11.014851,0.0,1099.1406,0.0,0.0,0.0,0.0,0,0,0,3.664921,0,12.565445,6.282723,0.3926702,0.2617801,13544.395,0.0,0.0,0,0.0,0,0,0,2.470741,0,6.501951,4.681404,13.13394,0.0,13416.988,0.0,0.0,0,0.0
25850.8125,278.25,278.25,278.25,38739.03125,38753.26875,38946.2,38965.6,38984.99375,38984.99375,1703949369.0,-0.5313,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.133917,0.0,64.20526,16.270338,12.015019,0.0,1042.4648,1.701485,-1.701485,0.0,1.701485,0,0,0,3.412073,0,9.580052,6.56168,0.5249344,0.1312336,13544.637,0.0,0.0,0,0.0,0,0,0,2.105263,0,9.473684,4.736842,13.421053,0.2631579,13416.199,2.741098,-2.741098,0,2.741098
26096.125,245.3125,245.3125,245.3125,39243.43125,39235.10625,39458.96875,39488.325,39507.725,39507.725,1703949370.0,-0.5276275,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.918239,0.0,73.08176,12.578616,7.295597,0.0,899.5586,10.773872,-10.773872,0.0,10.773872,0,0,0,3.552632,0,12.5,5.921053,0.3947368,0.5263158,13545.168,0.0,0.0,0,0.0,0,0,0,2.196382,0,7.49354,4.909561,13.049096,0.0,13415.309,1.2589018,-1.2589018,0,1.2589018
26356.375,260.25,260.25,260.25,39671.45,39668.15625,39900.93125,39950.21875,39961.2375,39961.2375,1703949371.0,-0.523759375,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.367041,0.0,69.28839,11.985019,12.359551,0.0,807.9609,5.524643,-5.524643,0.0,5.524643,0,0,0,3.557312,0,8.168643,5.928854,0.5270092,0.1317523,13545.473,0.0,0.0,0,0.0,0,0,0,2.617801,0,15.575916,5.759162,13.481675,0.0,13387.848,0.0,0.0,0,0.0
26618.375,262.0,262.0,262.0,40183.9875,40194.01875,40388.525,40411.60625,40428.90625,40428.90625,1703949372.0,-0.519675625,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.259074,0.0,70.9637,10.387985,11.26408,0.0,773.6055,0.0,0.0,0.0,0.0,0,0,0,3.157895,0,8.421053,5.789474,0.3947368,0.1315789,13546.301,0.0,0.0,0,0.0,0,0,0,2.08605,0,9.126467,5.606258,13.428944,0.0,13403.121,0.0,0.0,0,0.0
26865.8125,247.4375,247.4375,247.4375,40703.0125,40714.64375,40917.525,40933.78125,40966.81875,40966.81875,1703949373.0,-0.516025,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.222914,0.0,71.85554,11.332503,9.464508,0.0,756.5508,0.0,0.0,0.0,0.0,0,0,0,3.538663,0,11.664482,6.290957,0.3931848,0.0,13546.516,0.0,0.0,0,0.0,0,0,0,2.096986,0,6.684142,4.849279,13.368283,0.1310616,13404.004,0.0,0.0,0,0.0
27134.75,268.9375,268.9375,268.9375,41144.80625,41158.18125,41346.4,41372.09375,41391.49375,41391.49375,1703949374.0,-0.512121875,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.926952,0.0,70.27708,11.335013,11.335013,0.0,739.2383,0.0,0.0,0.0,0.0,0,0,0,3.448276,0,9.018568,6.498674,0.397878,0.0,13545.824,2.661708,-2.661708,0,2.661708,0,0,0,2.233903,0,11.169514,4.599212,13.666229,0.0,13412.328,0.0,0.0,0,0.0
27406.8125,272.0625,272.0625,272.0625,41623.85625,41635.79375,41827.7,41852.86875,41864.39375,41864.39375,1703949375.0,-0.507970625,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.884856,0.0,70.21277,9.261577,12.515645,0.0,712.5586,0.0,0.0,0.0,0.0,0,0,0,4.031209,0,16.514954,6.241873,6.501951,0.390117,13543.055,1.3382918,-1.3382918,0,1.3382918,0,0,0,2.349869,0,7.963446,5.091384,13.315927,0.0,13413.094,0.0,0.0,0,0.0
27676.9375,270.125,270.125,270.125,42090.3375,42119.2,42301.65625,42322.625,42340.45,42340.45,1703949376.0,-0.5041475,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.883605,0.0,71.71464,10.137672,11.26408,0.0,665.9961,0.0,0.0,0.0,0.0,0,0,0,4.381443,0,10.56701,6.314433,10.56701,0.0,13543.605,0.0,0.0,0,0.0,0,0,0,2.210663,0,6.501951,5.20156,13.263979,0.0,13413.801,0.0,0.0,0,0.0
27933.75,256.8125,256.8125,256.8125,42507.21875,42527.0875,42702.20625,42717.925,42742.05,42742.05,1703949377.0,-0.5004875,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.0,0.0,71.25,10.125,11.5,0.0,647.5703,0.0,0.0,0.0,0.0,0,0,0,4.421326,0,12.743823,6.762029,11.83355,0.130039,13531.492,0.0,0.0,0,0.0,0,0,0,2.464332,0,7.782101,5.058366,13.09987,0.1297017,13412.887,0.0,0.0,0,0.0
26547.058823529413,256.47058823529414,256.47058823529414,256.47058823529414,40650.035294117646,40657.611764705885,40847.52941176471,40876.17647058824,40894.27058823529,40894.27058823529,1703949378.0,-0.5095441176470589,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.616729,0.0,71.91011,10.736579,10.611735,0.0,606.0938,0.0,0.0,0.0,0.0,0,0,0,3.557312,0,9.749671,6.324111,4.874835,3.689065,13543.426,0.0,0.0,0,0.0,0,0,0,3.337612,0,18.61361,5.776637,23.10655,0.2567394,13404.586,0.0,0.0,0,0.0
25317.33333333333,245.11111111111111,245.11111111111111,245.11111111111111,39158.53333333333,39172.36111111111,39367.09444444444,39395.350000000006,39418.88888888889,39418.88888888889,1703949379.0,-0.526505,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.151819,0.0,62.48432,16.311167,13.676286,0.0,588.2031,1.879474,-1.879474,0.0,1.879474,0,0,0,3.562005,0,7.651715,5.277045,0.2638522,0.0,13544.012,0.0,0.0,0,0.0,0,0,0,2.73794,0,9.126467,5.345502,24.51108,0.0,13414.457,2.734364,-2.734364,0,2.734364
25540.777777777777,223.44444444444449,223.44444444444449,223.44444444444449,39625.32777777778,39638.84444444444,39844.13333333333,39860.333333333336,39878.39444444444,39878.39444444444,1703949380.0,-0.5182911111111111,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.5,0.0,71.25,10.375,10.75,0.0,571.9219,5.623679,-5.623679,0.0,5.623679,0,0,0,3.543307,0,8.39895,6.167979,0.5249344,0.5249344,13543.734,0.0,0.0,0,0.0,0,0,0,2.727273,0,8.701299,5.324675,22.85714,0.0,13415.977,1.2656358,-1.2656358,0,1.2656358
25783.88888888889,243.11111111111111,243.11111111111111,243.11111111111111,40180.444444444445,40169.77222222222,40426.22222222222,40453.00555555555,40478.88888888889,40478.88888888889,1703949381.0,-0.5039272222222222,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.865169,0.0,71.0362,9.238452,11.735331,0.0,560.7422,2.496847,-2.496847,0.0,2.496847,0,0,0,3.42556,0,10.803689,5.928854,0.3952569,0.1317523,13544.977,0.0,0.0,0,0.0,0,0,0,2.607562,0,8.865711,7.040417,13.428944,2.346806,13420.277,0.0,0.0,0,0.0
26008.277777777777,224.38888888888889,224.38888888888889,224.38888888888889,40712.68333333333,40717.13333333333,40915.43333333333,40936.87777777778,40946.77777777778,40946.77777777778,1703949382.0,-0.4940394444444445,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.295597,0.0,70.18868,11.069182,11.446541,0.0,537.2578,0.0,0.0,0.0,0.0,0,0,0,3.698811,0,10.171731,6.73712,0.5284016,1.5852048,13544.652,0.0,0.0,0,0.0,0,0,0,2.763158,0,8.157895,4.605263,12.894737,0.0,13417.508,0.0,0.0,0,0.0
26244.777777777777,236.5,236.5,236.5,41293.96111111112,41299.43888888889,41493.083333333336,41514.51111111111,41531.52222222222,41531.52222222222,1703949383.0,-0.4887333333333333,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.960199,0.0,68.78109,11.318408,11.691542,0.0,514.5508,0.0,0.0,0.0,0.0,0,0,0,3.403141,0,9.293194,6.937173,0.3926702,0.0,13544.344,0.0,0.0,0,0.0,0,0,0,2.219321,0,6.527415,4.830287,12.793734,0.0,13417.52,0.0,0.0,0,0.0
26486.944444444445,242.16666666666663,242.16666666666663,242.16666666666663,41775.24444444445,41798.81111111111,41993.84444444444,42012.95,42026.92222222222,42026.92222222222,1703949384.0,-0.4823527777777777,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.733167,0.0,71.3217,10.972569,10.972569,0.0,476.5391,0.0,0.0,0.0,0.0,0,0,0,3.795812,0,11.910995,6.937173,0.3926702,0.1308901,13544.016,2.662309,-2.662309,0,2.662309,0,0,0,3.125,0,7.03125,4.817708,12.5,0.0,13418.133,0.0,0.0,0,0.0
26744.444444444445,257.5,257.5,257.5,42243.73888888889,42254.350000000006,42449.85555555556,42476.64444444444,42496.694444444445,42496.694444444445,1703949385.0,-0.4770338888888889,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.566204,0.0,69.86129,10.718789,11.601513,0.0,451.1562,0.0,0.0,0.0,0.0,0,0,0,3.79085,0,8.888889,6.143791,0.2614379,0.0,13543.703,1.3376911,-1.3376911,0,1.3376911,0,0,0,2.745098,0,11.633987,5.490196,13.071895,0.130719,13417.543,0.0,0.0,0,0.0
26995.277777777777,250.83333333333331,250.83333333333331,250.83333333333331,42783.03333333333,42788.18888888889,42981.833333333336,43007.677777777775,43017.23333333333,43017.23333333333,1703949386.0,-0.4725894444444444,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.0,0.0,72.75,11.625,8.5,0.0,384.4844,0.0,0.0,0.0,0.0,0,0,0,3.830911,0,8.718626,5.548217,0.3963012,0.3963012,13544.168,0.0,0.0,0,0.0,0,0,0,2.102497,0,8.409987,4.99343,13.403417,0.131406,13417.625,0.0,0.0,0,0.0
27222.722222222223,227.44444444444449,227.44444444444449,227.44444444444449,43236.64444444444,43240.23888888889,43422.01666666667,43455.78333333333,43469.05,43469.05,1703949387.0,-0.4697522222222222,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.823821,0.0,61.66253,19.1067,12.282878,0.0,175.2148,0.0,0.0,0.0,0.0,0,0,0,3.30251,0,12.021136,5.812417,0.3963012,0.1321004,13545.855,0.0,0.0,0,0.0,0,0,0,2.331606,0,10.362694,5.958549,13.341969,0.0,13416.434,0.0,0.0,0,0.0
27463.277777777777,240.55555555555557,240.55555555555557,240.55555555555557,43840.47222222222,43869.15555555556,44026.20555555556,44045.77777777778,44057.2,44057.2,1703949388.0,-0.4658583333333334,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.286432,0.0,67.21106,14.572864,10.552764,0.1256281,144.67578,0.0,0.0,0.0,0.0,0,0,0,3.674541,0,10.498688,6.036745,0.5249344,0.5249344,13544.562,0.0,0.0,0,0.0,0,0,0,2.346806,0,10.821382,4.82399,13.168188,0.1303781,13416.91,0.0,0.0,0,0.0
27701.666666666668,238.38888888888889,238.38888888888889,238.38888888888889,44385.54444444445,44396.70555555556,44584.51666666667,44610.62777777778,44626.01111111111,44626.01111111111,1703949389.0,-0.4630166666666666,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.990012,0.0,67.16604,12.234707,12.109863,0.1248439,143.07031,0.0,0.0,0.0,0.0,0,0,0,3.552632,0,10.394737,5.921053,0.5263158,0.0,13544.852,0.0,0.0,0,0.0,0,0,0,1.992032,0,6.507304,4.38247,13.545817,0.0,13418.398,2.740556,-2.740556,0,2.740556
26467.947368421053,224.26315789473685,224.26315789473685,224.26315789473685,42572.71578947368,42607.45789473684,42771.96315789473,42828.47894736842,42845.7,42845.7,1703949390.0,-0.47398,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.26817,0.0,69.67419,12.155388,10.776942,0.0,138.60156,2.355753,-2.355753,0.0,2.355753,0,0,0,3.800786,0,13.10616,6.422018,0.2621232,0.0,13546.137,0.0,0.0,0,0.0,0,0,0,2.45478,0,9.819121,5.813953,13.178295,0.0,13418.434,1.259444,-1.259444,0,1.259444
26692.68421052632,224.73684210526315,224.73684210526315,224.73684210526315,43130.52105263158,43133.78421052632,43343.28421052632,43365.7947368421,43387.97894736842,43387.97894736842,1703949391.0,-0.4563678947368421,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.518797,0.0,67.16792,14.912281,10.150376,0.0,120.85547,1.6442473,-1.6442473,0.0,1.6442473,0,0,0,4.095112,0,10.03963,6.73712,0.5284016,0.0,13546.102,0.0,0.0,0,0.0,0,0,0,2.727273,0,10.779221,5.714286,12.727273,0.0,13417.18,0.0,0.0,0,0.0
26916.473684210527,223.7894736842105,223.7894736842105,223.7894736842105,43759.35263157895,43776.163157894734,43933.11578947368,43963.03157894737,43971.97368421053,43971.97368421053,1703949392.0,-0.4476957894736841,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,8.39599,0.0,63.40852,17.66917,10.150376,0.1253133,114.72656,0.0,0.0,0.0,0.0,0,0,0,4.177546,0,15.013055,6.657963,0.5221932,0.0,13547.406,0.0,0.0,0,0.0,0,0,0,2.60078,0,7.802341,5.331599,13.263979,0.130039,13416.945,0.0,0.0,0,0.0
25636.222222222223,229.55555555555557,229.55555555555557,229.55555555555557,42868.18333333333,42898.88333333333,43075.51666666667,43109.06111111111,43122.566666666666,43122.566666666666,1703949393.0,-0.2711683333333334,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,8.478803,0.0,62.84289,17.70574,10.598504,0.1246883,101.91406,0.0,0.0,0.0,0.0,0,0,0,3.800786,0,11.271298,7.077326,0.3931848,0.1310616,13547.117,7.321738,-7.321738,0,7.321738,0,0,0,2.60078,0,7.412224,4.681404,13.394018,0.130039,13416.918,0.0,0.0,0,0.0
24508.63157894737,221.68421052631575,221.68421052631575,221.68421052631575,41140.05263157895,41136.91052631579,41348.39473684211,41390.76842105263,41398.27368421052,41398.27368421052,1703949394.0,-0.2935978947368421,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,9.079602,0.0,60.69652,21.39303,8.830846,0.0,86.26562,0.0,0.0,0.0,0.0,0,0,0,3.800786,0,10.091743,7.470511,0.3931848,0.1310616,13546.09,6.340024,-6.340024,0,6.340024,0,0,0,2.607562,0,9.908735,4.82399,13.168188,0.2607562,13417.02,0.0,0.0,0,0.0
24745.105263157893,236.47368421052636,236.47368421052636,236.47368421052636,41738.32105263157,41766.86842105263,41949.11578947368,41974.94736842105,41997.68421052631,41997.68421052631,1703949395.0,-0.2868952631578947,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,7.305389,0.0,53.77246,25.38922,13.173653,0.239521,76.0625,0.0,0.0,0.0,0.0,0,0,0,4.057592,0,11.780105,7.722513,0.2617801,0.2617801,13544.828,1.3382384,-1.3382384,0,1.3382384,0,0,0,2.734375,0,8.072917,5.338542,13.020833,0.0,13416.609,0.0,0.0,0,0.0
24975.105263157893,230.0,230.0,230.0,42290.37368421053,42295.7947368421,42497.01578947368,42524.51052631579,42541.26842105263,42541.26842105263,1703949396.0,-0.2728268421052632,0.0,0.0,0.0,0.0,0.0,total,0.0,0.0,0.0,6.914213,0.0,39.30858,42.12548,11.523688,0.128041,,,,,,0,0,0,3.79085,0,11.764706,5.751634,0.5228758,0.5228758,13545.359,0.0,0.0,0,0.0,0,0,0,2.210663,0,6.501951,4.811443,13.13394,0.0,13416.09,0.0,0.0,0,0.0
25162.84210526316,187.73684210526315,187.73684210526315,187.73684210526315,42824.11052631579,42845.93157894737,43049.01052631579,43082.56315789474,43110.82631578948,43110.82631578948,1703949397.0,-0.2703731578947368,0.0,0.0,0.0,0.0,0.0,total,,,,,,,,,,,,,,,0,0,0,1.5404365,0,6.161746,4.621309,0.2567394,0.1283697,13525.457,0.0,0.0,0,0.0,0,0,0,0.8962868,0,3.585147,2.944942,13.18822,0.128041,13415.656,0.0,0.0,0,0.0
